"Project","Transect","Point","Protocol","Visit","Date","Start Time","End Time","Observ Time","Count","Spp","CommonName","ScientificName","Detection Cue","Distance Bin ID","Distance Bin","Time Bin","Breeding Status","Singing","Researcher","Data Status"
PLAS,213,213_1,VCP300,1,2014-06-01,08:11:00,08:16:00,08:11:00,1,AMRO,"American Robin","Turdus migratorius",C,040,40,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,TOSO,"Townsend's Solitaire","Myadestes townsendi",S,076,76,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",C,B30,>300,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,WEWP,"Western Wood-Pewee","Contopus sordidulus",S,110,110,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,ROWR,"Rock Wren","Salpinctes obsoletus",S,200,200,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,HAWO,"Hairy Woodpecker","Picoides villosus",C,120,120,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,OSFL,"Olive-sided Flycatcher","Contopus cooperi",C,060,60,5,,1,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,STJA,"Steller's Jay","Cyanocitta stelleri",C,200,200,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,HOWR,"House Wren","Troglodytes aedon",S,040,40,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,HOWR,"House Wren","Troglodytes aedon",S,140,140,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,SPTO,"Spotted Towhee","Pipilo maculatus",S,120,120,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,130,130,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,CAFI,"Cassin's Finch","Carpodacus cassinii",S,121,121,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_1,VCP300,2,2014-06-20,05:43:00,05:48:00,05:43:00,1,CAFI,"Cassin's Finch","Carpodacus cassinii",C,022,22,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,OSFL,"Olive-sided Flycatcher","Contopus cooperi",S,107,107,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",S,079,79,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,YRWA,"Yellow-rumped Warbler","Setophaga coronata",S,140,140,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,TOSO,"Townsend's Solitaire","Myadestes townsendi",S,117,117,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,TOSO,"Townsend's Solitaire","Myadestes townsendi",S,043,43,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,FOSP,"Fox Sparrow","Passerella iliaca",S,244,244,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,WEWP,"Western Wood-Pewee","Contopus sordidulus",C,152,152,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,WEWP,"Western Wood-Pewee","Contopus sordidulus",C,101,101,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,HAWO,"Hairy Woodpecker","Picoides villosus",V,013,13,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,HAWO,"Hairy Woodpecker","Picoides villosus",C,112,112,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,NAWA,"Nashville Warbler","Oreothlypis ruficapilla",S,167,167,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",C,B30,>300,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,LAZB,"Lazuli Bunting","Passerina amoena",S,150,150,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,086,86,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,1,2014-06-01,07:59:00,08:04:00,07:59:00,1,CAVI,"Cassin's Vireo","Vireo cassinii",S,170,170,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,MGWA,"MacGillivray's Warbler","Geothlypis tolmiei",S,060,60,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",C,B30,>300,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,WEWP,"Western Wood-Pewee","Contopus sordidulus",S,200,200,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,WEWP,"Western Wood-Pewee","Contopus sordidulus",S,220,220,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,WEWP,"Western Wood-Pewee","Contopus sordidulus",S,075,75,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,OSFL,"Olive-sided Flycatcher","Contopus cooperi",C,B30,>300,5,,1,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,180,180,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,NOFL,"Northern Flicker","Colaptes auratus",C,B30,>300,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,HAWO,"Hairy Woodpecker","Picoides villosus",C,080,80,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",C,040,40,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,CAFI,"Cassin's Finch","Carpodacus cassinii",S,170,170,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,TOSO,"Townsend's Solitaire","Myadestes townsendi",S,063,63,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_2,VCP300,2,2014-06-20,06:00:00,06:05:00,06:00:00,1,BRCR,"Brown Creeper","Certhia americana",C,049,49,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,CAVI,"Cassin's Vireo","Vireo cassinii",S,053,53,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,GCKI,"Golden-crowned Kinglet","Regulus satrapa",C,021,21,5,,1,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",S,047,47,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",S,166,166,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,NAWA,"Nashville Warbler","Oreothlypis ruficapilla",S,202,202,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,OSFL,"Olive-sided Flycatcher","Contopus cooperi",S,088,88,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,OSFL,"Olive-sided Flycatcher","Contopus cooperi",S,B30,>300,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",C,230,230,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",C,270,270,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,HETH,"Hermit Thrush","Catharus guttatus",S,190,190,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,HETH,"Hermit Thrush","Catharus guttatus",S,B30,>300,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,FOSP,"Fox Sparrow","Passerella iliaca",S,057,57,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,TOSO,"Townsend's Solitaire","Myadestes townsendi",S,095,95,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,CHSP,"Chipping Sparrow","Spizella passerina",S,041,41,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,CHSP,"Chipping Sparrow","Spizella passerina",S,090,90,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,MOCH,"Mountain Chickadee","Poecile gambeli",S,168,168,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,LAZB,"Lazuli Bunting","Passerina amoena",S,040,40,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,LAZB,"Lazuli Bunting","Passerina amoena",S,210,210,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",C,024,24,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",C,075,75,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,TOSO,"Townsend's Solitaire","Myadestes townsendi",S,051,51,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,RBNU,"Red-breasted Nuthatch","Sitta canadensis",C,060,60,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,064,64,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,LAZB,"Lazuli Bunting","Passerina amoena",S,105,105,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,LAZB,"Lazuli Bunting","Passerina amoena",S,030,30,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,MOCH,"Mountain Chickadee","Poecile gambeli",C,075,75,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",C,B30,>300,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,FOSP,"Fox Sparrow","Passerella iliaca",S,087,87,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,NOFL,"Northern Flicker","Colaptes auratus",C,120,120,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,OSFL,"Olive-sided Flycatcher","Contopus cooperi",S,150,150,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,HAFL,"Hammond's Flycatcher","Empidonax hammondii",S,035,35,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,YRWA,"Yellow-rumped Warbler","Setophaga coronata",V,025,25,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,2,BRCR,"Brown Creeper","Certhia americana",C,040,40,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_3,VCP300,2,2014-06-20,06:19:00,06:24:00,06:19:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",V,040,40,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,CAVI,"Cassin's Vireo","Vireo cassinii",S,040,40,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,YRWA,"Yellow-rumped Warbler","Setophaga coronata",S,059,59,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",C,015,15,5,,1,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",S,095,95,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,HETH,"Hermit Thrush","Catharus guttatus",S,153,153,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",S,058,58,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,GCKI,"Golden-crowned Kinglet","Regulus satrapa",S,039,39,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,FOSP,"Fox Sparrow","Passerella iliaca",S,068,68,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,193,193,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,060,60,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",C,260,260,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",C,225,225,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,TOSO,"Townsend's Solitaire","Myadestes townsendi",S,137,137,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,OSFL,"Olive-sided Flycatcher","Contopus cooperi",S,102,102,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,091,91,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,CHSP,"Chipping Sparrow","Spizella passerina",S,059,59,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,2,MGWA,"MacGillivray's Warbler","Geothlypis tolmiei",V,007,7,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,MGWA,"MacGillivray's Warbler","Geothlypis tolmiei",S,036,36,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,1,2014-06-01,07:30:00,07:35:00,07:30:00,1,WBNU,"White-breasted Nuthatch","Sitta carolinensis",C,062,62,5,,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,GTTO,"Green-tailed Towhee","Pipilo chlorurus",S,060,60,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,GTTO,"Green-tailed Towhee","Pipilo chlorurus",S,150,150,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,GTTO,"Green-tailed Towhee","Pipilo chlorurus",S,090,90,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,WETA,"Western Tanager","Piranga ludoviciana",C,070,70,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,RBNU,"Red-breasted Nuthatch","Sitta canadensis",C,094,94,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,RBNU,"Red-breasted Nuthatch","Sitta canadensis",C,105,105,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,RBNU,"Red-breasted Nuthatch","Sitta canadensis",C,130,130,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",S,112,112,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,LAZB,"Lazuli Bunting","Passerina amoena",S,090,90,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",C,045,45,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,OSFL,"Olive-sided Flycatcher","Contopus cooperi",C,180,180,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,GCKI,"Golden-crowned Kinglet","Regulus satrapa",C,005,5,5,,1,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,TOSO,"Townsend's Solitaire","Myadestes townsendi",S,150,150,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,CAVI,"Cassin's Vireo","Vireo cassinii",S,140,140,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_4,VCP300,2,2014-06-20,06:39:00,06:44:00,06:39:00,1,FOSP,"Fox Sparrow","Passerella iliaca",S,078,78,5,,0,"Humple, Diana","AVAILABLE Level 3"
PLAS,213,213_5,VCP300,1,2014-06-01,07:16:00,07:21:00,07:16:00,1,WEBL,"Western Bluebird","Sialia mexicana",V,048,48,5,NF,0,"Moker, Jeff","AVAILABLE Level 3"
PLAS,213,213_5,VCP300,1,2014-06-01,07:16:00,07:21:00,07:16:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,141,141,5,,0,"Moker, Jeff","AVAILABLE Level 3"
